1,황금빛노을바다 낚시터,바다,,경상남도 사천시 대방동 759번지 지선 해역,34.933943,128.048855,,10000,볼락,40,수상방갈로 4개,"200,000원/1일",,"구명부환, 소화기, 구급약품, 구명조끼 구비",화장실+세면소+쓰레기통,"사천바다 케이블카 삼천포대교공원,       사천문화예술회관",055-831-3138,사천시 해양수산과 해양레저팀,2020-11-27
2,황금빛노을바다 낚시터 2호,바다,,경상남도 사천시 실안동 1129번지 지선 해역,34.952388,128.03372,,411,볼락,10,수상방갈로 1개,"200,000/1일",,"구명부환, 소화기, 구급약품, 구명조끼 구비",화장실+세면소+쓰레기통,"사천바다 케이블카 삼천포대교공원,       사천문화예술회관",055-831-3138,사천시 해양수산과 해양레저팀,2020-11-27
3,산분령 유료 낚시터,바다,,경상남도 사천시 실안동 산31-2,34.95224,128.03386,055-833-4404,1513.6,볼락,40,수상방갈로 4개,"150,000~200,000원/좌대:15,000~25,000원",,"구명부환, 소화기, 구급약품, 구명조끼 구비",화장실+세면소+쓰레기통,"사천바다 케이블카 삼천포대교공원, 사천문화예술회관",055-831-3138,사천시 해양수산과 해양레저팀,2020-11-27
4,대포황토펜션 낚시터,바다,,경상남도 사천시 대포동 457번지선,34.99046,128.04114,,2888.8,볼락,48,"수상방갈로 4식, 잔교2식","150,000~250,000원/좌대: 20,000원",,"구명부환, 소화기, 구급약품, 구명조끼 구비",화장실+세면소+쓰레기통,"사천바다 케이블카 삼천포대교공원,       사천문화예술회관",055-831-3138,사천시 해양수산과 해양레저팀,2020-11-27
5,산으로 간 낚시꾼,기타,경상남도 사천시 해안관광로 68-20(실안동),경상남도 사천시 실안동 962,34.947804,128.040302,,954,감성돔,200,없음,"79,000원/12시간, 시간추가 15,000원",해당없음,"구명부환, 소화기, 구급약품, 구명조끼 구비",화장실+세면소+쓰레기통,"사천바다 케이블카 삼천포대교공원,       사천문화예술회관",055-831-3138,사천시 해양수산과 해양레저팀,2020-11-27
6,갈천유료낚시터,저수지,경상남도 고성군 대가면 갈천로 310,경상남도 고성군 대가면 갈천리 55,,,,9959,"잉어, 향어, 붕어",30000,없음,"30,000원",,"구명부환 구명줄, 구급약품, 구명쪽기, 소화기",화장실 2개/변기2개 수세식,,055-670-2464,고성군 해양수산과,2020-07-23
7,원전어촌계 (황금)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 4-4번지 앞 지선 해역 일원,35.04,128.38,,636.5,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",37,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
8,원전어촌계 (순찬)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 4-4번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
9,원전어촌계 (재영)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면  심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
10,원전어촌계 (쌍둥이2)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면  심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,507.6,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",25,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
11,원전어촌계 (뱃머리)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면  심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",27,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
12,원전어촌계 (쌍둥이1)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면  심리 산 2번지 앞 지선 해역 일원,35.03,128.38,,507.6,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",25,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
13,원전어촌계 (용마)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면  심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,592,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",29,수상 방갈로,"20,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4464,창원시 마산합포구청,2020-08-12
