1,땅끝낚시터,기타,"전라남도 해남군 송지면 갈산길 93, 땅끝낚시터",전라남도 해남군 송지면 송호리 1220-11,34.305560,126.516116,061-536-1234,765.06,돔류,100,연안방갈로,,,핸드레일+구명부환+소화기구급약품+전기설비 등,관리소+화장실+샤워장 등,,061-530-5408,해남군청,2020-11-24
2,해남바다낚시터,바다,"전라남도 해남군 화원면 영호길 42-18, 구성리 지선",전라남도 해남군 화원면 영호리 2-35,,,,480,갈치,30,수산방갈로,,,핸드레일+틍신장비+안전사다리 등,휴게실(방갈로)+화장실+세면대+창고,,061-530-5408,해남군청,2020-11-24
3,가우도 복합낚시공원,바다,전라남도 강진군 도암면 가우도길 2-13,전라남도 강진군 도암면 신기리 산 35-2,,,,277,"강성돔, 농어, 붕장어 등",30,부잔교 낚시터,"-성인 1인 : 10,000원 -청소년 1인 : 5,000원",,"구명부환, 난간보호대 전등 등","매점, 화장실, 세면실",,,강진군(가우도 마을회 위탁),2020-07-13
4,서중어촌체험마을,바다,전라남도 강진군 마량면 까막섬로 75-7,전라남도 강진군 마량면 마량리 1275-18,,,,647,"장어, 돔 등",40,낚시체험바지,"1박2일 숙박 기준 -8명 : 250,000원 -6명 : 180,000원 -4명 : 150,000원 -2명 : 100,000원",,"구명조끼, 소화기 등",관리선1척,,,서중어촌계(대표 강남원),2020-07-13
5,정남진 해양낚시공원,바다,전라남도 장흥군 회진면 해양낚시길 135,전라남도 장흥군 회진면 대리 115-12,34.4706335,126.9740566,061-867-0555,72000,감성돔+광어,50,잔교형,"성인 20,000원, 청소년 10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실+쓰레기분리수거통+세면소,"천관산,  편백숲우드랜드",061-860-5993,전라남도 장흥군청,2021-05-21
6,대물낚시터,평지,전라남도 화순군 청풍면 차풍로 369,,34.906923,126.978714,061-373-1911,264,붕어,40,고정형,10000,,구명부환+소화기+구급약품,휴게실+화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2021-10-11
7,앵남낚시터,평지,전라남도 화순군 화순읍 앵무동1길 132,전라남도 화순군 화순읍 앵남리 21-3,35.05032669,126.924278,061-374-9554,862,잉어+향어+메기,30,고정형,15000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2021-10-11
8,청풍낚시터,평지,전라남도 화순군 청풍면 차풍로 370,,34.90460529,126.9802482,061-373-9808,2702,잉어+붕어+메기,80,고정형,20000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2021-10-11
9,거금해양낚시공원,바다,전라남도 고흥군 금산면 신촌내동길 18-132,전라남도 고흥군 금산면 신촌리 1100,34.46942797,127.104524,061-843-6060,1300,"감성돔, 노래미",80,"해상낚시터,해상펜션","성인20,000원,청소년10,000원",,안전펜스 등,"해상낚시터, 해상펜션, 황토방","소록도, 녹동항",061-830-5327,고흥군청,2021-10-20
10,홍길동낚시터,평지,전라남도 장성군 삼서면 영장로 2103,전라남도 장성군 삼서면 홍정리 85,35.2346229,126.701275,061-392-2738,1206,붕어,100,실내낚시터,10000,실내낚시터,구명조끼,휴게소,홍길동생가터,061-390-8423,장성군청,2022-11-30
11,황룡강낚시터,평지,전라남도 장성군 장성읍 강변안길 18,전라남도 장성군 장성읍 기산리 491-6,35.297111,126.775019,061-394-0023,1347,붕어,100,실내낚시터,10000,실내낚시터,구명조끼,휴게소,홍길동생가터,061-390-8423,장성군청,2022-11-30
12,청풍낚시터,평지,전라남도 화순군 청풍면 차풍로 370,,34.90460529,126.9802482,061-373-9808,2702,잉어+붕어+메기,80,고정형,20000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2022-06-14
13,앵남낚시터,평지,전라남도 화순군 화순읍 앵무동1길 132,전라남도 화순군 화순읍 앵남리 21-3,35.05032669,126.924278,061-374-9554,862,잉어+향어+메기,30,고정형,15000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2022-06-14
14,소경어촌계낚시터,바다,전라남도 여수시 소경도1길 15-1,전라남도 여수시 경호동 809,34.70848891,127.707826,,5170,감성돔+농어+우럭+노래미,30,고정형,5인150000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-5598,전라남도 여수시청,2022-11-28
15,외동어촌계낚시터,바다,전라남도 여수시 대경도4길 41-1,전라남도 여수시 경호동 578-2,34.71856636,127.729462,,1608,볼락+감성돔+농어+노래미,64,고정형,4인130000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-5598,전라남도 여수시청,2022-11-28
16,돌산해양낚시공원낚시터,바다,전라남도 여수시 돌산읍 우두1길 12-13,전라남도 여수시 돌산읍 우두리 806,34.727104,127.73669,,23119,볼락+감성돔+농어+노래미,100,고정형,4인130000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-5598,전라남도 여수시청,2022-11-28
17,여수가족생활낚시터,바다,전라남도 여수시 신월1길 42 1층 신월슈퍼,전라남도 여수시 신월동 93-7,34.4258515,127.4255849,,87.1,도다리+감성돔+농어+노래미,18,고정형,1인30000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,야외화장실+차양시설+세면소,"돌산대교,향일암,경도,오동도",061-659-5598,전라남도 여수시청,2022-11-28
18,대물낚시터,평지,전라남도 화순군 청풍면 차풍로 369,,34.906923,126.978714,061-373-1911,264,붕어,40,고정형,10000,,구명부환+소화기+구급약품,휴게실+화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2022-06-14
19,신안낚시터,바다,"전라남도 신안군 압해읍 복룡로 688-6, 복룡횟집",전라남도 신안군 압해읍 복룡리 144-4 복룡횟집,34.9053327468,126.3383432945,,147,돔+장어,28,수상좌대,1인당 25000원,,구명조끼+구명부환+소화기,화장실,,061-240-8296,전라남도 신안군청,2022-11-15
20,나룻가낚시터,바다,전라남도 신안군 압해읍 복룡로 669-4,전라남도 신안군 압해읍 복룡리 147-1,34.9069290705,126.3383241426,,309,돔+장어,40,수상좌대,1인당 25000원,,구명조끼+구명부환+소화기,화장실,,061-240-8296,전라남도 신안군청,2022-11-15
21,콜낚시,바다,전라남도 신안군 압해읍 장감길 220,전라남도 신안군 압해읍 장감리 529-14,34.8190416552,126.3346096405,,150,돔+장어,18,수상좌대,1인당 25000원,,구명조끼+구명부환+소화기,화장실,,061-240-8296,전라남도 신안군청,2022-11-15
