1,고산낚시터,저수지,강원도 원주시 호저면 호저로 1140,강원도 원주시 호저면 고산리 159번지 외,37.466789,127.918048,,94000,붕어+향어+잉어,200,부유형,"30,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,없음,,강원도 원주시청,2020-05-13
2,서곡낚시터,저수지,강원도 원주시 판부면 백운정길 46,강원도 원주시 판부면 서곡리 1026-1,37.298324,127.932703,,5903,붕어+향어+잉어,100,-,"10,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
3,백운낚시터,저수지,강원도 원주시 판부면 내남송길 35-64,강원도 원주시 판부면 서곡리 383,37.317055,127.945855,,4419,붕어+향어+잉어,90,-,"10,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
4,이무기낚시터,저수지,강원도 원주시 소초면 신양선녀길 99,강원도 원주시 소초면 장양리 160-1,37.413059,127.972658,,11989,붕어+향어+잉어,80,고정형,"10,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
5,단강낚시터,저수지,강원도 원주시 부론면 섬뜰작실길 26-59,강원도 원주시 부론면 단강리 1349-2,37.156403,127.790081,,1523,향어+메기+뱀장어,37,-,"30,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
6,취병낚시터,저수지,,강원도 원주시 문막읍 취병리 731,37.325026,127.785414,,105000,붕어+향어+잉어,40,고정형,"20,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
7,샘골낚시터,저수지,강원도 원주시 호저면 광학로 177,강원도 원주시 호저면 광격리 369-4,37.462663,127.939202,,7405,붕어+향어+잉어,50,-,"20,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
8,신선낚시터,저수지,강원도 원주시 한가터길 100,강원도 원주시 반곡동 90-1 외,37.328381,128.001653,,3585,향어+잉어,90,-,"10,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
9,도곡낚시터,저수지,강원도 원주시 소초면 장수1로 191,강원도 원주시 소초면 수암리 1304번지 외,37.396068,127.976141,,6894,붕어+향어+잉어,133,-,"20,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
10,호저낚시터,저수지,강원도 원주시 호저면 평천1길 21,강원도 원주시 호저면 주산리 860-2 외,37.422080,127.921589,,4189,붕어+향어+잉어,120,-,"10,000원",,소화기+구명부환+구명줄+방송설비,관리시설+화장실+세면장+쓰레기분리수거함,,,강원도 원주시청,2020-05-13
